"NSE Symbol","Regd Office City","Market Capitalisation","BSE-Quarterly Average Volume","NSE-Quarterly Average Volume","BSE-Yearly Average Volume","NSE-Yearly Average Volume","BSE Code"
"BALKRISHNA","Mumbai","73.72","27.51","95.69","12.29","57.92","539251"
"BALKRISIND","Chhatrapati Sambhajinagar - (Aurangabad)","45245.89","11.99","172.29","8.06","279.96","502355"
"BALLARPUR","Mumbai","4.89","","","","","500102"
"BALMLAWRIE","Kolkata","3406.40","28.17","302.82","26.17","319.62","523319"
"BALPHARMA","Bengaluru","127.88","3.53","23.49","4.26","35.92","524824"
"BALRAMCHIN","Kolkata","8990.55","24.05","436.60","26.76","510.50","500038"
"BALUFORGE","Mumbai","6909.05","21.68","349.53","61.98","642.83","531112"
"BALURTRANS","Kolkata","31.58","8.56","","9.42","","520127"
"BANARBEADS","Varanasi","89.39","6.06","46.18","5.69","30.20","526849"
"BANARISUG","Coimbatore","4514.29","0.18","1.48","0.10","1.54","500041"
"BANCOINDIA","Vadodara Dist","11360.02","136.68","1412.59","65.32","648.18","500039"
"BANDHANBNK","Kolkata","24639.81","386.83","7005.97","420.85","8203.29","541153"
"BANG","Mumbai","72.56","6.64","20.23","11.81","53.66","532946"
"BANKA","Hyderabad","92.96","","15.62","","20.55",""
"BANKBARODA","Vadodara","148056.10","553.91","9147.80","525.35","10423.90","532134"
"BANKBEES","","","45.04","588.51","59.45","769.25","590106"
"BANKBETF","","","2.29","34.82","2.23","85.21","544093"
"BANKETF","","","0.43","8.22","0.80","8.03","543944"
"BANKETFADD","","","1.17","38.78","0.97","179.77","543738"
"BANKIETF","","","29.85","459.67","36.47","1181.60","542730"
"BANKINDIA","Mumbai","63828.40","506.39","8689.55","508.56","9582.76","532149"
"BANKNIFTY","","4807152.47","","135948.00","","154887.52",""
"BANKNIFTY1","","","2.06","76.24","3.26","139.83","590136"
"BANKPSU","","","4.94","25.65","6.39","34.62","544266"
"BANSAL","Ahmedabad","1.44","","","","",""
"BANSALWIRE","Delhi","4932.30","7.07","70.13","10.02","128.60","544209"
"BANSWRAS","Banswara","386.14","2.52","25.42","5.00","58.30","503722"
"BARFLEX","New Delhi","193.04","","116.30","","118.31",""
"BARODARAYN","Surat","297.62","0.95","","1.59","","500270"
"BASF","Mumbai","19032.26","2.16","12.54","2.64","36.28","500042"
"BASILIC","Chennai","976.37","","50.38","","47.71",""
"BASML","Coimbatore","212.99","18.71","135.10","23.11","179.31","532674"
"BATAINDIA","Kolkata","13517.88","24.26","288.13","12.83","212.69","500043"
"BATLIBOI","Mumbai","692.89","51.81","","50.69","","522004"
"BAWEJA","Mumbai","81.08","","12.00","","20.86",""
"BAYERCROP","Mumbai","21382.77","2.11","25.62","1.87","39.12","506285"
"BBETF0432","","","0.41","2.85","0.48","4.21","543418"
"BBL","Mumbai","3318.71","2.36","38.32","4.07","56.36","503960"
"BBNPNBETF","","","0.29","2.16","1.84","6.58","544196"
"BBNPPGOLD","","","1.26","103.36","0.76","27.75","544043"
"BBOX","Bengaluru","9150.81","78.38","372.80","49.20","337.24","500463"
"BBOX","Navi Mumbai","9150.81","78.38","372.80","49.20","337.24","500463"
"BBTC","Mumbai","13292.94","6.85","119.21","5.92","97.18","501425"
"BBTCL","Bengaluru","393.10","1.37","12.58","1.02","9.39","543668"
"BCG","Hyderabad","2569.58","2905.43","9797.98","4309.37","12422.04","532368"
"BCLIND","Bhatinda","1147.30","62.26","534.10","96.96","872.31","524332"
"BCONCEPTS","Indore","453.40","5.67","32.91","3.02","21.37","543442"
"BCP","New Delhi","13.47","83.13","","362.03","","537766"
"BDL","Hyderabad","52731.85","94.93","1477.88","132.83","1967.30","541143"
"BDR","New Delhi","","","","","",""
"BEACON","Mumbai","132.24","","32.95","","30.84",""
"BEARDSELL","Chennai","136.69","","86.47","","84.09","539447"
"BECTORFOOD","Phillaur","8040.08","9.30","124.59","6.48","104.46","543253"
"BEDMUTHA","Nashik","407.82","1.30","9.84","2.75","15.10","533270"
"BEL","Bengaluru","298641.01","989.44","14161.18","1183.41","20620.87","500049"
"BELLACASA","Jaipur","623.66","2.49","14.30","7.42","13.16","539399"
"BELLCERATL","Bharuch Dist","15.22","","","","","515035"
"BELRISE","Chhatrapati Sambhajinagar - (Aurangabad)","13232.50","659.54","9462.96","1122.93","15591.38","544405"
"BEML","Bengaluru","16576.18","23.99","359.56","30.90","515.23","500048"
"BEPL","Mumbai","2403.72","26.48","292.66","48.35","524.84","500052"
"BERGEPAINT","Kolkata","63453.82","20.78","458.45","35.99","735.27","509480"
"BESTAGRO","New Delhi","744.22","6.36","52.23","9.15","66.07","539660"
"BETA","Baddi","1756.50","","3.93","","4.65",""
"BEWLTD","Thane Dist","159.63","","14.66","","26.60",""
"BFINVEST","Pune","1730.45","8.28","86.94","5.31","63.77","533303"
"BFSI ","","","44.28","241.36","43.36","381.51","543323"
"BFUTILITIE","Pune","2583.81","21.45","237.28","13.02","140.41","532430"
"BGFL","Mumbai","","","","","","500064"
"BGLOBAL","New Delhi","7.26","43.50","36.10","27.03","39.99","533499"
"BGRENERGY","Nellore","2905.59","123.12","488.29","100.00","307.87","532930"
"BHADORA","Indore","159.03","","129.34","","129.34",""
"BHAGCHEM","Hyderabad","3125.02","6.55","54.13","9.77","103.70","531719"
"BHAGERIA","Mumbai","904.74","27.59","588.06","10.52","175.85","530803"
"BHAGYANGR","Hyderabad","405.06","21.32","223.12","12.26","113.32","512296"
"BHANDARI","Ludhiana","108.02","42.21","244.40","113.34","519.24","512608"
"BHARATFIN","Mumbai","12596.98","","","","","533228"
"BHARATFORG","Pune","62971.44","68.87","1098.48","43.64","1212.12","500493"
"BHARATGEAR","Faridabad","170.13","32.96","603.67","11.62","173.23","505688"
"BHARATIDIL","Mumbai","10.06","","","","","532609"
"BHARATRAS","New Delhi","4526.60","0.57","8.50","0.39","5.58","590021"
"BHARATSE","New Delhi","1279.24","41.99","295.98","41.94","186.05","523229"
"BHARATWIRE","Jalgaon Dist","1368.61","57.39","609.84","28.55","320.86","539799"
"BHARTIARTL","Gurugram","1276531.55","438.96","6420.22","309.80","6518.64","532454"
"BHARTIHEXA","Gurugram","90760.00","13.48","247.35","14.48","441.21","544162"
"BHEL","New Delhi","90516.24","624.38","8390.43","626.17","10908.99","500103"
"BIGBLOC","Surat","708.87","14.91","86.93","26.22","178.55","540061"
"BIHARSPONG","Seraikella-Kharsawan Dist","115.10","19.40","","41.21","","500058"
"BIKAJI","Bikaner","18160.45","44.84","255.10","39.09","326.77","543653"
"BIKEWO","Hyderabad","19.56","","21.80","","25.70",""
"BIL","Chennai","1198.82","0.49","6.17","0.79","5.71","526666"
"BILENERGY","Mumbai","13.95","","","","","533321"
"BILVYAPAR","Kolkata","34.50","4.13","11.80","9.17","26.26","500059"
"BIMETAL","Chennai","237.55","0.67","","0.89","","505681"
"BIOCON","Bengaluru","51473.10","95.25","2699.60","146.54","3768.86","532523"
"BIOFILCHEM","Indore","62.82","4.04","12.91","4.03","27.03","524396"
"BIRDYS","Mumbai","82.58","","10.94","","14.13",""
"BIRET","Mumbai","","9.77","231.19","145.10","381.72","543261"
"BIRLACABLE","Rewa","474.90","4.88","23.42","10.14","87.19","500060"
"BIRLACORPN","Kolkata","9158.63","10.28","85.48","8.41","115.07","500335"
"BIRLACOT","Mumbai","34.93","","","","","533006"
"BIRLAMONEY","Veraval","892.85","17.26","123.24","24.04","151.65","532974"
"BIRLANU","Hyderabad","1405.02","0.94","8.91","1.22","13.88","509675"
"BKMINDST","Kolkata","11.93","","","93.51","83.10","539043"
"BLACKBUCK","Bengaluru","12060.63","295.42","2022.25","141.32","1114.30","544288"
"BLAL","Bengaluru","854.75","2.58","53.04","5.66","83.25","543898"
"BLBLIMITED","New Delhi","92.62","15.46","167.34","15.71","119.12","532290"
"BLISSGVS","Mumbai","1605.93","46.97","554.88","70.08","867.41","506197"
"BLKASHYAP","New Delhi","1318.82","30.83","396.92","54.18","569.00","532719"
"BLOWPLAST","Mumbai","","","","","","500066"
"BLS","New Delhi","13165.42","354.59","3978.47","219.82","3714.31","540073"
"BLSE","New Delhi","1793.96","45.81","421.74","34.30","348.06","544107"
"BLUEBLENDS","Mumbai","2.10","","","","","502761"
"BLUECHIP","Kolkata","20.13","4.17","1.08","23.57","71.51","531936"
"BLUECOAST","Verna","89.02","9.26","15.10","4.00","4.84","531495"
"BLUEDART","Mumbai","15036.51","13.84","164.36","4.30","57.43","526612"
"BLUEJET","Navi Mumbai","9734.01","47.51","627.91","39.29","532.24","544009"
"BLUEPEBBLE","Mumbai","67.32","","5.13","","8.82",""
"BLUESTARCO","Mumbai","36701.21","20.58","471.17","28.68","680.13","500067"
"BLUESTINFO","Mumbai","313.63","","","","","532346"
"BLUESTONE","Bengaluru","9857.77","233.19","2024.46","233.19","2024.46","544484"
"BLUEWATER","Hyderabad","168.30","","20.89","","44.82",""
"BLUSPRING","Bengaluru","1156.00","80.00","432.83","126.80","900.10","544414"
"BMETRICS","Mumbai","65.82","","9.49","","8.71",""
"BMWVENTLTD","Patna","581.77","120.30","754.89","120.30","754.89","544543"
"BODALCHEM","Ahmedabad","753.40","19.63","218.41","34.92","360.00","524370"
"BODHTREE","Hyderabad","72.13","26.64","","22.06","","539122"
"BOHRAIND","Udaipur","44.42","","36.24","","40.49",""
"BOMDYEING","Mumbai","3309.72","93.93","1228.44","186.29","1793.33","500020"
"BORANA","Surat","620.30","5.02","82.53","24.29","186.74","544404"
"BOROLTD","Mumbai","4021.39","10.87","137.43","12.32","156.60","543212"
"BORORENEW","Mumbai","9323.26","54.36","751.65","48.05","619.13","502219"
"BOROSCI","Mumbai","1186.55","14.84","114.78","12.74","120.68","544184"
"BOSCHLTD","Bengaluru","109206.69","0.77","25.72","0.81","28.77","500530"
"BOSS","Ahmedabad","19.05","","5.66","","9.60",""
"BPCL","Mumbai","159635.31","366.71","7062.99","394.76","8634.16","500547"
"BPL","Palakkad","353.56","9.12","78.68","25.35","206.90","500074"
"BRABOURNE","Mumbai","14.58","","","","","500384"
"BRACEPORT","New Delhi","99.79","","7.94","","13.12",""
"BRFL","Mumbai","57.78","","","","","532678"
"BRIGADE","Bengaluru","24282.35","29.19","408.20","21.94","369.40","532929"
"BRIGHOTEL","Bengaluru","3085.84","86.41","810.31","123.41","1205.96","544457"
"BRIGHT","Ahmedabad","20.87","","","","",""
"BRIGHTBROS","Mumbai","174.18","5.27","","8.70","","526731"
"BRITANNIA","Kolkata","144735.35","11.12","362.33","9.84","380.73","500825"
"BRNL","Kolkata","204.17","30.23","254.27","25.40","155.51","540700"
"BROOKS","Solan Dist","309.45","5.51","41.44","11.20","37.95","533543"
"BSE","Mumbai","99724.99","","4721.91","","4315.85",""
"BSE500IETF","","","55.37","236.03","29.98","402.66","541313"
"BSELINFRA","Navi Mumbai","55.52","89.45","","166.46","","532123"
"BSHSL","Rajkot","1251.90","","12.03","","32.97",""
"BSL","Bhilwara","194.01","3.15","20.41","4.00","38.99","514045"
"BSLGOLDETF","","","32.60","765.18","21.15","376.64","533408"
"BSLNIFTY","","","20.74","382.80","28.49","847.72","543474"
"BSLSENETFG","","","0.36","2.37","0.37","3.53","540008"
"BSOFT","Pune","10391.04","124.29","1405.96","101.03","1688.08","532400"
"BTML","Mumbai","143.50","42.64","299.26","141.87","603.77","543767"
"BTML-RE","","0.00","","","","",""
"BULKCORP","Ahmedabad","61.77","","3.31","","8.30",""
"BURNPUR","Kolkata","11.47","","","58.86","197.31","532931"
"BURRWELCOM","Mumbai","","","","","","500076"
"BUTTERFLY","Chengalpattu","1387.36","0.94","15.61","1.82","24.04","517421"
"BVCL","Karimganj Dist","101.85","18.78","114.78","9.51","59.02","532916"
"BYKE","Mumbai","320.68","6.91","63.79","9.04","77.79","531373"
"C2C","Bengaluru","1134.59","","39.72","","82.75",""
"CADSYS","Hyderabad","66.52","","3.15","","5.65",""
"CAIRN","Mumbai","53537.95","","","","","532792"
"CALSOFT","Chennai","107.89","14.44","48.52","12.82","54.20","532386"
"CAMLINFINE","Mumbai","3560.35","34.83","446.58","77.91","1313.66","532834"
"CAMLIN-RE","","0.00","","","164.64","301.85","750947"
"CAMPUS","New Delhi","8252.33","36.57","453.84","70.21","697.12","543523"
"CAMS","Chennai","18527.98","21.76","326.03","24.83","451.61","543232"
"CANARYS","Bengaluru","163.29","","62.95","","82.64",""
"CANBK","Bengaluru","126308.82","1555.23","25185.64","1664.14","25663.64","532483"
"CANDC","New Delhi","6.01","","","","","532813"
"CANFINHOME","Bengaluru","11677.62","11.41","237.07","18.33","424.93","511196"
"CANHLIFE","New Delhi","11552.00","897.51","8774.22","897.51","8774.22","544583"
"CANTABIL","New Delhi","2115.21","5.16","113.30","15.14","217.55","533267"
"CAPACITE","Mumbai","2379.07","21.74","353.85","36.80","551.36","540710"
"CAPF","Mumbai","5820.51","","","","","532938"
"CAPINVIT","","","11.84","234.62","16.97","269.02","544338"
"CAPITALSFB","Jalandhar","1214.12","2.13","33.81","7.52","59.86","544120"
"CAPLIPOINT","Chennai","15230.08","6.56","103.62","8.18","138.04","524742"
"CAPRIHANS","Pune","172.34","5.41","","6.42","","509486"
"CAPTRUST","New Delhi","91.51","9.49","33.31","10.13","38.82","511505"
"CARBORUNIV","Chennai","16898.78","11.98","243.68","12.21","193.53","513375"
"CARERATING","Mumbai","4810.28","3.62","47.62","4.93","80.33","534804"
"CARRARO","Pune","2864.75","15.40","177.47","20.76","210.46","544320"
"CARTRADE","Navi Mumbai","13726.13","23.89","525.66","23.63","496.11","543333"
"CARYSIL","Mumbai","2677.02","10.77","170.65","12.89","146.47","524091"
"CASHIETF","","","42.13","337.58","37.04","269.72","544380"
"CASTROLIND","Mumbai","18837.84","87.29","1275.73","212.58","3983.20","500870"
"CBAZAAR","Chennai","7.29","","69.49","","56.55",""
"CCCL","Chennai","898.43","285.33","2216.00","154.51","837.61","532902"
"CCHHL","Hyderabad","273.97","11.99","61.70","15.77","82.13","526550"
"CCL","Guntur Dist","12980.92","14.39","296.94","22.78","498.79","519600"
"CDSL","Mumbai","32037.61","","1904.78","","3823.74",""
"CEATLTD","Mumbai","16159.61","16.52","251.40","11.18","219.65","500878"
"CEDAAR","Bengaluru","122.13","","30.47","","54.30",""
"CEENIKEXPO","Mumbai","166.49","1.33","","1.84","","531119"
"CEIGALL","Ludhiana","4305.47","16.63","268.49","18.61","268.88","544223"
"CELEBRITY","Chennai","60.87","7.37","51.97","19.25","110.74","532695"
"CELLECOR","Delhi","705.07","","548.85","","807.35",""
"CELLO","Daman","14226.10","15.46","274.08","18.00","218.21","544012"
"CELLPOINT","Vishakhapatnam","33.91","","6.98","","12.48",""
"CEMPRO","Mumbai","14601.09","27.43","484.47","37.86","654.59","509496"
"CENTBOP","Panaji","7893.27","","","","","532273"
"CENTENKA","Pune","992.78","0.87","14.26","3.26","44.33","500280"
"CENTEXT","Kolkata","224.16","67.01","507.16","43.59","261.78","500083"
"CENTRALBK","Mumbai","34503.94","621.61","7055.90","696.44","8403.99","532885"
"CENTRUM","Mumbai","1601.17","35.74","277.48","51.60","488.69","501150"
"CENTUM","Bengaluru","3521.77","14.83","39.04","6.68","40.44","517544"
"CENTURYPLY","Kolkata","16826.27","4.22","107.36","7.70","199.09","532548"
"CERA","Kadi","7972.74","0.83","12.92","1.68","26.87","532443"
"CEREBRAINT","Bengaluru","94.63","59.81","130.83","55.89","123.46","532413"
"CESC","Kolkata","23263.76","177.40","3103.48","200.38","4210.92","500084"
"CEWATER","Mumbai","980.48","3.58","41.24","20.37","206.01","544315"
"CGCL","Mumbai","18982.68","173.39","2481.78","232.00","4102.46","531595"
"CGPOWER","Mumbai","115202.36","188.57","3181.74","156.51","3125.99","500093"
"CGRAPHICS","Delhi","506.85","","44.89","","66.69",""
"CHALET","Mumbai","20333.37","14.47","249.47","20.82","371.05","542399"
"CHAMBLFERT","Kota Dist","19425.63","51.09","962.36","89.48","1859.69","500085"
"CHAMUNDA","Palanpur","51.83","","33.88","","65.88",""
"CHANDAN","Lucknow","797.38","","68.62","","83.79",""
"CHAVDA","Ahmedabad","235.83","","23.13","","45.11",""
"CHEMBOND","Navi Mumbai","225.53","1.92","13.60","1.93","15.95","530871"
"CHEMBONDCH","Thane","410.58","5.20","37.37","5.14","42.75","544450"
"CHEMCON","Vadodara","852.21","53.31","612.10","17.88","197.43","543233"
"CHEMFAB","Chennai","823.04","0.91","13.36","0.92","12.06","541269"
"CHEMFALKAL","Chennai","239.75","","","","","506894"
"CHEMPLASTS","Chennai","5893.53","16.85","84.81","7.90","85.79","543336"
"CHENNPETRO","Chennai","14546.41","173.41","2951.11","129.30","2272.80","500110"
"CHESLINTEX","Bagalur","49.63","","","","","521056"
"CHETANA","Mumbai","141.17","","17.00","","34.24",""
"CHEVIOT","Kolkata","650.58","6.95","2.23","2.10","3.40","526817"
"CHI","Mumbai","50.16","","","","","532969"
"CHOICEIN","Mumbai","16426.73","33.82","490.07","53.96","535.85","531358"
"CHOLAFIN","Chennai","141503.98","55.86","1401.21","41.05","1839.79","511243"
"CHOLAHLDNG","Chennai","36943.34","8.00","221.17","7.97","252.52","504973"
"CHOWGULSTM","Vasco Da Gama","84.60","5.93","","9.76","","501833"
"CIEINDIA","Pune","16331.55","13.19","230.85","15.62","225.87","532756"
"CIFL","New Delhi","1326.96","103.46","263.99","92.57","348.22","530879"
"CIGNITITEC","Gurugram","4667.68","1.78","67.50","5.39","130.15","534758"
"CINELINE","Mumbai","309.36","3.71","22.03","5.17","49.61","532807"
"CINEMAXIN","Delhi","797.72","","","","","534711"
"CINEVISTA","Mumbai","104.53","5.42","41.62","16.80","76.79","532324"
"CIPLA","Mumbai","121169.72","70.09","1383.86","58.16","1629.16","500087"
"CITURGIBIO","Mumbai","2089.75","","","","","506373"
"CKFSL","Mumbai","2.48","","","","","542641"
"CKPLEISURE","Mumbai","3.90","","","","",""
"CKPPRODUCT","Mumbai","8.93","","","","",""
"CLARIANT","Mumbai","419.76","","","","","500373"
"CLASSICEIL","Kolkata","159.89","","177.11","","177.11",""
"CLEAN","Pune","10435.55","1088.77","883.88","276.64","323.19","543318"
"CLEDUCATE","New Delhi","476.47","10.75","88.91","14.12","119.87","540403"
"CLOUD","Mumbai","25.87","","67.25","","86.80",""
"CLSEL","Amritsar","1345.58","5.30","73.29","9.22","110.00","530307"
"CLSL","Vadodara","92.56","","16.78","","18.64",""
"CMC","Hyderabad","6162.41","","","","","517326"
"CMICABLES","Delhi","6.59","4.92","16.54","8.45","8.77","517330"
"CMMIPL","Indore","3.06","","","","45.37",""
"CMNL","Chandrapur","388.69","","15.50","","17.78",""
"CMRSL","New Delhi","24.60","","3.94","","5.38",""
"CMSINFO","Navi Mumbai","5837.13","69.10","819.43","33.02","555.15","543441"
"CNOVAPETRO","Ahmedabad","242.20","10.40","","4.69","","533407"
"COALINDIA","Kolkata","229931.39","411.84","5821.76","345.72","6626.30","533278"
"COASTCORP","Vishakhapatnam","257.66","28.91","228.29","13.53","108.82","501831"
"COCHINSHIP","Kochi","44811.86","127.14","1321.71","264.06","2174.85","540678"
"COFFEEDAY","Bengaluru","823.25","327.41","2352.73","258.83","1449.18","539436"
"COFORGE","Gurugram","59042.69","63.59","1701.10","39.52","1132.49","532541"
"COHANCE","Mumbai","27686.38","51.21","1365.06","19.79","580.36","543064"
"COLPAL","Mumbai","59078.00","31.69","581.80","18.97","542.31","500830"
"COMMITTED","New Delhi","229.19","","2.97","","28.94",""
"COMMOIETF","","","3.40","147.51","4.54","109.08","543710"
"COMPINFO","Mumbai","16.38","12.89","24.55","25.71","43.75","532456"
"COMPUSOFT","Jaipur","145.51","6.27","31.76","15.42","79.19","532339"
"COMSYN","Indore","635.04","14.51","258.51","15.25","169.71","539986"
"CONCOR","New Delhi","39516.55","61.98","1323.03","52.52","1316.69","531344"
"CONCORDBIO","Ahmedabad Dist","14777.56","8.31","112.98","7.83","165.04","543960"
"CONFIPET","Mumbai","1344.58","76.56","608.09","78.23","710.29","526829"
"CONNPLEX","Ahmedabad","409.79","","191.30","","191.30",""
"CONS","","","","29.64","","11.29",""
"CONSOFINVT","Bulandshahar","569.72","","11.77","","20.29","500226"
"CONSUMBEES","","","","210.40","","159.96",""
"CONSUMER","","","33.45","295.85","24.53","235.84","544323"
"CONSUMIETF","","","3.25","41.96","2.66","40.91","543383"
"CONTI","New Delhi","28.25","","11.94","","13.19",""
"CONTROLPR","Mumbai","1124.71","3.87","38.33","3.52","37.63","522295"
"COOLCAPS","Kolkata","1752.50","","226.11","","87.33",""
"CORALFINAC","Mumbai","168.18","4.49","29.91","7.54","41.06","531556"
"CORDSCABLE","New Delhi","236.45","2.06","20.13","5.62","51.95","532941"
"COROENGG","Chennai","218.72","29.65","","28.07","","533167"
"COROMANDEL","Secunderabad","63368.22","13.93","376.31","16.58","614.90","506395"
"CORPBANK","Mangalore","5904.27","","","","","532179"
"COSMOFIRST","New Delhi","2269.29","3.64","63.91","13.53","163.42","508814"
